RT @SAfmnews: In a statement President @CyrilRamaphosa says he is disgusted that at a time when the country is battling the #COVID19 pandem…
In #NewOrleans 75 news cases of the #Coronavirus #Covid19 have been reportedhttps://twitter.com/mayorcantrell/status/1239332197724819457 …
In #NewOrleans 75 news cases of the #Coronavirus #Covid19 have been reportedhttps://twitter.com/mayorcantrell/status/1239332197724819457 …
