"Coronavirus spreads to Los Angeles, Orange County: How concerned should we be about spread? https://www.newsbreakapp.com/n/0NxCn5ZI?s=a2&pd=01aZoarS …"
Donald J. Trump: Remove Vice President Pence as the lead on the US coronavirus response http://chng.it/yLYPWJgq  via @Change
