"i don't usually use hashtags but @ScottMorrisonMP needs to #lockdownaustralia. the coronavirus is on full alert and parliament is just like ""don't shake hands lmao"""
"i don't usually use hashtags but @ScottMorrisonMP needs to #lockdownaustralia. the coronavirus is on full alert and parliament is just like ""don't shake hands lmao"""
