@lookner #coronavirus how can they expect to isolate so many people? The numbers of cases keep growing and they can't keep up!
".@washingtonpost
10 more people tested positive for the #coronavirus on the quarantined #DiamondPrincess #cruiseliner anchored in #Japan’s #Yokohamaharbor #Thursday, raising the total number of infected people on the #ship to 20, including 3 #Americans.https://www.pscp.tv/nowthisnews/1OyKAYwpQeWKb …"
