"Nobody knows where the #coronavirus case count or death count will be in 3 months, because the way social distancing is being handled by states, cities and individuals varies so much. So models are all over the place. This is an excellent read: "
It’s interesting that tRump seems more interested in what happened with Roger Stone’s jury than the Americans who have/may get #coronavirus #COVID19
RT @kharly: she is endangering other https://t.co/KP4xAulDAq
