"Trump says coronavirus relief aid shouldn't go to sanctuary cities, teases upcoming travel https://ift.tt/2zLmxMN #FoxNews #CNN #MSNBC"
"Somewhere between March 6 to March 12, I'll be moving to a new home with my kids. We are staying in state but will take precautions due to the Coronavirus (COVID 19)."
