"""Coronavirus will 'help to accelerate the return of jobs to North America,' Commerce Secretary Wilbur Ross says"" https://twitter.com/i/events/1222905297166950403 Asshole. "
"""Coronavirus will 'help to accelerate the return of jobs to North America,' Commerce Secretary Wilbur Ross says""  https://twitter.com/i/events/1222905297166950403 … Asshole."
"Wanna bet this isn't an isolated case?

#COVID19 #coronavirus #garbagehumanhttps://twitter.com/MisterAntiBully/status/1230978449172574208 …"
One benefit of the Coronavirus is that we may finally learn if Trump Monkeys are really lemmings. pic.twitter.com/9JXwSdbICf
