"RT @Dhruvdube: You need prayer? Your PM needs brains, your army needs valour, Your country needs money.

So many wishes."
RT @UshaNirmala: Are we to expect a few states to be reimposing lockdown after this ? https://t.co/lY87wOTsPy
RT @Indsamachar: Prime Minister Narendra Modi will be meeting chief ministers over two days next week- June 16 and 17- amid concerns regard…
