Trump downplays the need for coronavirus testing in another whiplash contradiction https://cnn.it/3aPyZb0
Florida medical examiners were releasing coronavirus death data. The state made them stop. 
"The Association of Flight Attendants is urging the US government to halt all flights to China until the coronavirus outbreak has been contained

 https://cnn.it/31ivGWs "
Just heard that all statements about the Coronavirus are going to be screened by the administration. So starts what trumpp wants to do ... control information to the public. Wants his own propaganda
