"People are stockpiling cannabis during the coronavirus shut down. @davidrdowns says ""cannabis will get you through a month indoors better than a month outdoors will get you through having no cannabis""https://kcrw.co/2xct15I "
"People are stockpiling cannabis during the coronavirus shut down. @davidrdowns says ""cannabis will get you through a month indoors better than a month outdoors will get you through having no cannabis""https://kcrw.co/2xct15I "
