How Transmission of Novel Coronavirus spreads (2019-nCoV) | CDC https://www.cdc.gov/coronavirus/2019-ncov/about/transmission.html …
"#CoronaVirus @MikeBloomberg definitely isn’t following any Virus Prevention. Yuck, stay away from his dirty hands. Do not shake this man’s hands. He’s a do as I say, not as I do kind of guy! @realDonaldTrump @RealMattCouch @RealJamesWoods @almostjingo @TrumpWarRoom @greggutfeldhttps://twitter.com/DrEtiquette/status/1234620750297882624 …"
