"Coronavirus footage out of China looks like ebola, med staff in Hazmat suits, yet local advice for ppl returning is to check in with your local GP. Sounds... a bit... I dunno.. chill?"
Linguistically inclusive messaging is vital accross all areas of development and policy and here's another example of why: Fighting the coronavirus in local languages via @Lg_on_the_Movehttps://twitter.com/Lg_on_the_Move/status/1229175364464758784 …
