Coronavirus is real and it’s not gonna disappear just cause of the riots. I wish those tweets would away. People are currently fighting for their lives and people have died. It’s not fake.
"Well either way.... It's the end of the world as we know it!
#CoronaOutbreak
#WWIII
#ww3memes
#coronavirus
#YearoftheRat2020
#SaturdayVibes
#BREAKING
#goodbye
#REMpic.twitter.com/FFz7p0RSfn"
