"Gotta be honest: I’m shocked that Trump realizes he’s too ignorant and inept to handle an actual crisis himself. As long as Mike Pence doesn’t use prayer and forces conversion therapy to control the spread of rhe coronavirus, we are probably in better hands with him."
BREAKING FROM WHITE HOUSE: Cure for coronavirus minutes away from being found. Available soon at http://WhiteHouse.gov/IvankaScience . @ Washington D.C. https://www.instagram.com/p/B9aU7lqBjU7/?igshid=13epwzlc88xar …
