"China coronavirus: confirmed mainland cases rise to 7,158, with deaths now at 170 | South China Morning Post - https://www.scmp.com/news/china/society/article/3048150/china-coronavirus-confirmed-mainland-cases-rise-7158-deaths-now … on @SCMPNews"
Please Do Not Drink Silver to Kill the Coronavirus https://gizmodo.com/please-do-not-drink-silver-to-kill-the-coronavirus-1841646976?utm_medium=sharefromsite&utm_source=gizmodo_twitter … via @@gizmodo
Coronavirus Latest: Cleaner on Bullet Train With Covid-19 May Have Exposed People on a Dozen Trains - Caixin Global - https://www.caixinglobal.com/2020-02-13/coronavirus-latest-since-feb-1-confirmed-cases-14380-in-china-canada-starts-limited-evacuation-but-no-travel-ban-101510591.html … by @ on @caixinglobal
Coronavirus is now spreading faster outside China as Europe and South Korea case count climbs https://www.telegraph.co.uk/global-health/science-and-disease/coronavirus-news-latest-italy-uk-china-tenerife-death-toll/?WT.mc_id=tmg_share_tw … via @Telegraph
