"Jesus! WTF is wrong with these people? Do they think the virus actively discriminates like they do? SMDH 
#coronavirus #EOIR"
"Condolences to the family, friends and colleagues of Larry Edgeworth.
#RIPLarryEdgeworth #coronavirus"
"Condolences to the family, friends and colleagues of Larry Edgeworth.
#RIPLarryEdgeworth #coronavirus"
