"For now, the flu is a bigger risk than coronavirus "
"Dow swings 390 points to close higher as investors look past coronavirus fears, focus on upbeat earnings "
US Forces Korea imposes new coronavirus protections after uptick in S Korea cases https://www.militarytimes.com/news/your-military/2020/02/19/us-forces-korea-imposes-new-coronavirus-protections-after-uptick-in-s-korea-cases/#.Xk3C4eJ-3sg.twitter …
