"China has proven time and time again, that they cannot be trusted with something as critical as a potential for global pandemic. So with SARS and so, with this new strain of coronavirus. https://twitter.com/HongKongFP/status/1217112387955748869 …"
"How likely is it that no other major cities of China have cases of this coronavirus aside from Wuhan and Hong Kong? Yes, Thailand and Japan have 1 case each but the number of people travelling all over China, to and from Wuhan, must be considerable. Suspicious? https://twitter.com/WBYeats1865/status/1217639519488339968 …"
