@realDonaldTrump @dbongino A husband and wife may help solve the coronavirus mask shortage via nbcnews - 
Japan confirms 1st case of new coronavirus | NHK WORLD-JAPAN News https://www3.nhk.or.jp/nhkworld/en/news/20200116_23/ …
China reports 2nd death linked to new coronavirus | NHK WORLD-JAPAN News https://www3.nhk.or.jp/nhkworld/en/news/20200117_09/ …
I hear the coronavirus has a patent on it. Man-made. One of his largest investors is the Bill Gates foundation.
