Need @guardian or @VICE or someone to pay me to write about the 12 week isolation in starting this weekend... #stayhomechallenge #COVID19 #coronavirus #HighRiskCovid19
Need @guardian or @VICE or someone to pay me to write about the 12 week isolation in starting this weekend... #stayhomechallenge #COVID19 #coronavirus #HighRiskCovid19
