"Standard US kit for protecting against #COVID19 Work smart, my friends. "
"The buried lede of @CDCgov Dir. Redfield’s announcement that #COVID19’s roaring back / re-spiking:

Redfield said h… https://t.co/5HzRsPpwVa"
