"#coronavirus &amp; day by day India has been going towards becoming the new epicenter of #Covid_19 , then Um-Phun, then locust attack in the north-west part of the country and then this storm. It seems 2020 is the year which every Indian will want to forget!"
"Since China doesn't (is unable to) tell the truth about the Wuhan pneumonia/coronavirus, experts estimate there could be up to 4500 cases in Wuhan. https://twitter.com/MRC_Outbreak/status/1218474362241765376 …"
