China's Hubei province confirms 15 more deaths due to coronavirus @CNBC https://www.cnbc.com/2020/01/24/chinas-hubei-province-confirms-15-more-deaths-due-to-coronavirus.html?__source=iosappshare%7Ccom.apple.UIKit.activity.PostToTwitter …
Just booked a self-catering holiday in Wexford for July - I've never looked forward to a 2 hour drive away from hom… https://t.co/W6E3JIoa1Y
