The Trump administration isn't prepared and doesn't have contingency plans to deal with the coronavirus.
"Where were the people supposed to go, if not home?  Trump was infuriated that 14 American citizens who had tested positive for coronavirus were permitted to return to the United States.  https://nyti.ms/38XcAbO "
Trump is holding a news conference and he just said he got the coronavirus totally under control. According to Trump America really has no problem with this virus because of his proactive actions in the last month.
