Coronavirus outbreak could threaten Trump economy - 
Coronavirus outbreak could threaten Trump economy - https://thehill.com/policy/finance/480795-coronavirus-outbreak-could-threaten-trump-economy …
White House Fears Effect of Coronavirus on Election as World Braces for Pandemic https://slate.com/news-and-politics/2020/02/coronavirus-world-braces-pandemic-number-cases-soars.html …
Trump’s Half-Hearted Declaration of War on the Coronavirus https://slate.com/news-and-politics/2020/03/defense-production-act-coronavirus.html …
Could the Coronavirus Topple Jair Bolsonaro? https://slate.com/news-and-politics/2020/03/coronavirus-bolsonaro-brazil-panelaco.html …
Trump’s Half-Hearted Declaration of War on the Coronavirus https://slate.com/news-and-politics/2020/03/defense-production-act-coronavirus.html …
Could the Coronavirus Topple Jair Bolsonaro? https://slate.com/news-and-politics/2020/03/coronavirus-bolsonaro-brazil-panelaco.html …
