"'I refuse to be muzzled in my fierce criticisms of ten years of Tory imposed austerity and grotesque mismanagement of the economy just because the coronavirus crisis actually exposes the desperate folly of their public service and welfare slashing cutbacks.'

Same here. https://twitter.com/citizentommy/status/1240063891524202496 …"
"'I refuse to be muzzled in my fierce criticisms of ten years of Tory imposed austerity and grotesque mismanagement of the economy just because the coronavirus crisis actually exposes the desperate folly of their public service and welfare slashing cutbacks.'

Same here. https://twitter.com/citizentommy/status/1240063891524202496 …"
