"""Japan Confirms First Case of New Chinese Coronavirus"" by Sui-Lee Wee via NYT https://ift.tt/36TRPfU "
"""Factbox: New Coronavirus Outbreak in Chinese City of Wuhan"" by Reuters via NYT https://ift.tt/3aqa7Yv "
"""Factbox: New Coronavirus Outbreak in Chinese City of Wuhan"" by Reuters via NYT https://ift.tt/2G5inyW "
"""U.S. to Screen Passengers for New China Coronavirus at Three Airports"" by Reuters via NYT https://ift.tt/2NBzht7 "
"""Three U.S. Airports to Check Passengers for a Deadly Chinese Coronavirus"" by Denise Grady via NYT https://ift.tt/2FXm2yQ "
