"@realDonaldTrump 
I PAY $13,000 IN TAXES FOR WHAT?
13 coronavirus cases now in Nassau County https://nypost.com/2020/03/09/coronavirus-in-ny-confirmed-cases-in-nassau-county-nearly-double-overnight/ …

Sent from my iPad"
