Which entity should the Trudeau Money Tree provide financial assistance to? #COVID19 #coronavirus #Canada #cdnpoli
"@CTVNews @CBCNews @globalnews    a free story  for you. Shake that fake news and air it.
#Toronto
#cdnpoli
#wuhan
#coronavirus
#chinahttps://twitter.com/OhToFreeCanada/status/1225198599325261826 …"
