"Collin County reports 18 additional cases of coronavirus, one death "
Coronavirus took off for the weekend. 
@jimverhulst @TB_Times / thanks for printing my oped on social health and racial disparities within the context of… https://t.co/lJleX1CFW8
‘The safest place in the world’: How the coronavirus went viral on social media in Gaza https://www.middleeasteye.net/news/safest-place-world-how-coronavirus-went-viral-social-media-gaza …
