"RT @dabeard: She said Florida fired her for wanting to tell the truth about the number of residents infected with #COVID19.

Now she's got…"
"He does have it!!
But the coronavirus is running away from him like a 30 year old living in a moms basement, and mom won’t make a sandwich!!"
