Where The Bets At On The #CoronaVirus I’m Tryna Get In On It https://www.reverbnation.com/tycko88 
"These Mike Bloomberg ads makes it sound like he is god doing all these things.. 

Mike Bloomberg creates 450K jobs
He operated bulldozers at 911
He knit 150K sweaters for the poor
Mike found a cure for CoronaVirus"
RT @SylvesterTurner: We are reopening our state at a fast pace. I agree with Dr. Fauci that we should practice the measures we were doing a…
"Okay I guess chances are equal now, corona virus in Harris county lol y’all can go back to panicking https://twitter.com/CruzII__/status/1234735266126028800 …"
Two girls One Coronavirus
Two girls One Coronavirus
