"Also this, 
The #coronavirus #nCoV2019 uses the receptor ACE2 and the cellular protease TMPRSS2 for entry into target cells

https://scholar.google.com/scholar?hl=en&as_sdt=0,5&as_vis=1&q=nCov+2019+ace2#d=gs_qabs&u=%23p%3DdziG1Ya5uIsJ …pic.twitter.com/gf8CsqLD1k"
"Corona Virus have you Working From Home for the 1st time this week? - My tips:
-Login early
-8:00 to 9:00 - Leave It To Beaver is on
-Send a few emails
-Walk the dog
-Answer a few emails
-Driving Range - maybe a matinee 
-2:00 to 3:00 - Bonanza is on
-Nap
-Logout late"
