"Coronavirus: 40 London Underground stations to close and Night Tube suspended as capital prepares for lockdown

https://www.independent.co.uk/news/uk/home-news/coronavirus-tfl-update-latest-london-underground-night-tube-lockdown-travel-a9410351.html?utm_medium=Social&utm_source=Facebook#Echobox=1584575453 …"
"Coronavirus: 40 London Underground stations to close and Night Tube suspended as capital prepares for lockdown

https://www.independent.co.uk/news/uk/home-news/coronavirus-tfl-update-latest-london-underground-night-tube-lockdown-travel-a9410351.html?utm_medium=Social&utm_source=Facebook#Echobox=1584575453 …"
