YOU DNT KNOW NOTHING IF YOU DID WE WILL NOT HAVE SO MANY CASES BUT WE WILL REMEMBER MR DeSantis on Florida's coronavirus response: 'We know how to protect folks and social distance' https://fxn.ws/2Shurnm #FoxNews
ARE YOU BEHIND THE PEOPLE YOU ARE LOCK UP IN YOUR MANSION HOW DO YOU KNOW. ABOUT SOCIAL DISTANCES WHEN WE SEE PEOPLE IN THE STREETS MR DeSantis on Florida's coronavirus response: 'We know how to protect folks and social distance' https://fxn.ws/2Shurnm #FoxNews
