That’s not anti-semitism. Just because you’re a jew doesn’t mean you can’t be wrong. Ofc her reason for staying home were the nazi’s but we staying home from the coronavirus. Both are/were killing ppl. Yeah she HAD to stay home and she could still be bored (nothing to do) at home
That’s not anti-semitism. Just because you’re a jew doesn’t mean you can’t be wrong. Ofc her reason for staying home were the nazi’s but we staying home from the coronavirus. Both are/were killing ppl. Yeah she HAD to stay home and she could still be bored (nothing to do) at home
