"These two are two of the best in the country, and @GoNUwhockey is one of the most fun hockey teams to watch.

Coronavirus safety measures permitting, Matthews Arena better be packed on Saturday. They’re that good. https://twitter.com/GoNUwhockey/status/1237527860698427395 …"
