"As Coronavirus spreads, so does anti-Asian sentiment. Don’t be that xenophobic voice. #OneVoice1"
The Coronavirus Outbreak Is A Wake-Up Call Showing How Unprepared We Are To Deal With Biological Threats - Newsweek #OneVoice1https://apple.news/A7JeNakh7TvqWXtPDWCDXFg …
