RT @SenaniPSPK: #TsGovtFailedItsPeople in providing better facilities to #COVID19 patients. Factual information on #CovidTesting is suppres…
"RT @TeamPowerSena: They fight elections and we fight Pandemics.

High time people realize the importance of their votes. Crisis Management…"
