"Containing new coronavirus may not be feasible, experts say - STAT https://www.statnews.com/2020/01/26/containing-new-coronavirus-may-not-be-feasible-experts-say/ …"
Trump’s incompetence makes coronavirus even scarier. Will the stock market tumble make him act? - Vox https://www.vox.com/2020/2/25/21150574/trump-coronavirus-cdc-cuts …
