"RT @DarshanDevaiahB: Karnataka reported 308 new #COVID19 cases on Saturday. With this, the total number of positive persons in the state ha…"
RT @ralpharakal: #COVID19 Karnataka June 13 update: 308 new #coronavirus cases reported in the last 24 hours. 209 more people recovered fro…
