Global airlines start suspending flights to China amidst deadly coronavirus outbreak https://health.economictimes.indiatimes.com/news/industry/global-airlines-start-suspending-flights-to-china-amidst-deadly-coronavirus-outbreak/73752341 - shared via @ETHealthWorld App:
France confirms fifth case of coronavirus https://health.economictimes.indiatimes.com/news/industry/france-confirms-fifth-case-of-coronavirus/73771057 - shared via @ETHealthWorld App:
Doctors' body warns of possible spread of coronavirus to Kashmir Valley https://health.economictimes.indiatimes.com/news/industry/doctors-body-warns-of-possible-spread-of-coronavirus-to-kashmir-valley/73770411 - shared via @ETHealthWorld App:
