Oh yeah? Say hello to a speed up in automation. “What if essential workers staged a mass coronavirus strike?” by @BW
coronavirus looking like 
"This Corona virus scares the hell out of me mahn.

Shit acting like a wild fire."
Finance blog Zero Hedge was banned from Twitter after it doxxed a Chinese scientist and claimed they created the Wuhan coronavirus https://www.businessinsider.com/wuhan-coronavirus-zero-hedge-twitter-ban-after-doxxing-china-scientist-2020-2?utmSource=twitter&utmContent=referral&utmTerm=topbar&referrer=twitter … via @businessinsider
"RT @sanchezcastejon: Spain is coleader in initiatives such as the ACT-Accelerator to achieve equitable access to vaccines, treatments and d…"
"RT @ANI: #WATCH We appointed a team of scientists after #COVID19 outbreak. Firstly, simulation was done&amp;compounds were identified which can…"
