Coronavirus: Disabled boy dies in China after father quarantined https://www.bbc.co.uk/news/world-asia-china-51362772 …
Coronavirus: China admits 'shortcomings and deficiencies' https://www.bbc.co.uk/news/world-asia-china-51362336 …
Coronavirus: Woman in 70s becomes first virus fatality in UK https://www.bbc.co.uk/news/uk-51759602 …
