Nobody: Nobody: Actually Nobody: Internet Explorer RN: China reports first case of Corona virus. We need to be careful. 
"I feel safer than ever

Coronavirus is cancelled https://twitter.com/axelmax31666475/status/1236312926442516480 …"
