"#coronavirus the mean incubation period was 5.2 days: ""there is evidence that human-to-human transmission has occurred among close contacts since the middle of December 2019"""
The Geneva-based World Health Organisation declared on Thursday (Friday AEDT) that the #coronavirus #epidemic in China now constitutes a public health #emergency of international concern.
