"Inconsistent figures from the UK government today, so I'm provisionally using figure from the Downing Street briefing today - @DHSCgovuk hasn't put up the official 2pm figures yet. The flash figure for today shows R&gt;1.0, and an uptrend nationally. #coronavirus #COVID19"
Schools back now for a week. Next week is make or break. @RadioFreeLNDN #COVID19 https://twitter.com/RadioFreeLNDN/status/1228992388305215490
