" Coronavirus - bird flue?
Wth? 

China reports bird flu outbreak in Hunan province https://youtu.be/HMuYgTk8vYY  via @YouTube"
" Well it seems 2019-nCoV AKA coronavirus 
Has shut down China. 
Nothing going out very little trickling in."
