What We Know About the Wuhan Coronavirus http://dlvr.it/RNV6Qw 
France Confirms First Death in Europe From Coronavirus http://dlvr.it/RQ6fmR 
"Coronavirus Cases in the United States Reach 34, and More Are Expected http://dlvr.it/RQWD7h "
