"If you look at epidemiologists’ models, there are actually more than 20K cases. But Wilbur “Fivehead” Ross thinks that will be good for the economy. #coronavirus #TrumpCrimeSyndicate"
"Your Trump vote will not protect you from #coronavirus, people. Ironically, a Hillary vote probably would have. Enjoy the pandemic. https://twitter.com/kylegriffin1/status/1232057726039138306 …"
