".@realDonaldTrump was right to call out Pelosi &amp; Newsom. In 2011-12, 157M spent on homeless services 2015-16 $242M 2019-20 &gt;$364M Obviously their efforts failed! Washing streets &amp; scooping human waste has not done enough. Now, THEIR NEGLIGENCE could promote spreading #COVID19 "
"#COVID19 spreads mainly through respiratory droplets along w/ contact of infected patients; however, new research suggests that it can also spread through feces. When fecal matter dries, particles become airborne &amp; can spread dangerous viruses which can be fatal if inhaled."
