"These are the same people that said 2-weeks ago that Trump's restrictions on flights from China and evacuating US citizens was an overreaction. #SMDH!

Romney: Trump administration unprepared for coronavirus outbreak https://thehill.com/policy/healthcare/484555-romney-trump-administration-unprepared-for-coronavirus-outbreak …"
