EXCLUSIVE: Whistleblower Warned of Coronavirus Danger in Prison Where a Woman Just Died After Giving Birth – VICE https://anisionogueira.wordpress.com/2020/04/29/exclusive-whistleblower-warned-of-coronavirus-danger-in-prison-where-a-woman-just-died-after-giving-birth-vice/
China coronavirus: Japan confirms second case of infection | South China Morning Post https://anisionogueira.wordpress.com/2020/01/23/china-coronavirus-japan-confirms-second-case-of-infection-south-china-morning-post/ …pic.twitter.com/1fl4q525hB
China’s Tangshan city suspends public transit to prevent spread of coronavirus – Reuters https://anisionogueira.wordpress.com/2020/01/27/chinas-tangshan-city-suspends-public-transit-to-prevent-spread-of-coronavirus-reuters/ …
