"From the death of ex-NBA Commissioner, David Stern, on New Year day to the wildfires in Australia to coronavirus to the crazy stuffs happening in Northern Nigeria and Mideast to Kobe, we all need God’s protection going by the way the fucking leap year is turning out to be. https://twitter.com/badniggafela/status/1221907496492773378 …"
79 cases of coronavirus and 2 deaths in Italy so far. Coronavirus isn’t playing at all. https://www.thescore.com/seri/news/1951468 …
