"""So what? I’m sorry. What do you want me to do?” The response of #Brazil's evil clown-president #Bolsonaro on being told that #COVID19 #coronavirus deaths in that country had risen to over 5000. "
"Completely predictably, #Brazil is now the second-worst country in the world behind the #USA for #COVID19 #coronavirus. What these two countries share is that they both have an aggressively ignorant racist grifter as President. #BolsonaroMustGo #TrumpMustGo"
#Wuhan is on lockdown. #Biosecurity #coronavirus https://twitter.com/GlobalHigherEd/status/1220114235621085189 …
More on how bad #Japan government's management of the #CORVID19 #coronavirus outbreak is - this on the potentially disastrous #quarantine of the #DiamondPrincess - a video from one of the leading infection control specialists in the country - #biosecurity https://www.youtube.com/watch?v=vtHYZkLuKcI …
"#China is introducing an emergency #healthcode that seems to have as much to do with state #surveillance as it does with #biosecurity... (BTW, if you think this is just typical of a non-democracy, #Japan's PM also proposed similar measures the other day).  #COVID19 #coronavirus https://twitter.com/soc_liu/status/1235255655226675201 …"
