"To be honest, neither. But, disbanding of PREDICT and leaving 700 vacancies at the CDC is a serious impediment to responding well to the epidemic. A pandemic like coronavirus is not something that can be stopped in today's connected world, but competence in responding is vital"
"To Don Jr., Mulvaney, and the rest of the conspiracy-mongering filth on the right, silencing Dr. Fauci politicized the coronavirus. Not one person other than a couple trolls for Bernie (likely Russian) hoped for widespread death. We are all worried, though, by a president who"
