"Creator Of US BioWeapons Act Says Coronavirus Is Biological Warfare Weapon | Zero Hedge
#impeachment
#MAGA
#KAG
#coronavirus
#CaucusForBernie
#IowaCaucuses
Trump has already created a task force!!!!!
 Thank Godhttps://www.zerohedge.com/health/creator-bioweapons-act-says-coronavirus-biological-warfare-weapon …"
"Watching the coronavirus briefing.

Looking at Anne Schuchat and saying how impressed I am with how the health officials have dressed, despite not doing the press thing a ton.

Hubs: ""Oooh, Anne always dresses SHARP""

*raise my eyebrows*

*he blushes*

Him: ""I'm a fan"""
