Good thing I get the flu vaccine every year... Nothing for Covid19.
"Thanks to the several completely different analyses of the Coronavirus situation on the WH podium, I am now certain we have no response and it will be a disaster.

Thank you Mr. Trump for solving the housing crisis"
Please Watch - Trump's 'whole life have been a series of low-stakes lies' -- but coronavirus li - https://www.dailymotion.com/video/x7set8b  via @DailymotionUK
