China Accused of Covering up Severity of Wuhan Killer Virus... The consuming in unsanitary conditions wild animals...selling them in unsanitary outside markets has brought us the CORONAVIRUS AND OTHERS FROM CHINA! https://www.newsmax.com/platinum/wuhan-virus-health-crisis-coronavirus-china-virus/2020/01/23/id/951033/ …
Nasdaq hits record despite Apple's coronavirus sales warning... https://www.foxbusiness.com/markets/us-stocks-feb-18-2020 …
