"First US case of coronavirus reported in Washington state, CDC says https://news.yahoo.com/cdc-expected-announce-first-us-185613007.html?soc_src=community&soc_trk=tw … via @Yahoo"
U.S. Coronavirus Cases Nearly Double With No End in Sight https://news.yahoo.com/u-coronavirus-cases-nearly-double-185106841.html?soc_src=community&soc_trk=tw … via @Yahoo
Trump says he knew coronavirus was a 'pandemic long before it was called' one. Two weeks ago he c... https://news.yahoo.com/trump-says-knew-coronavirus-pandemic-180002057.html?soc_src=community&soc_trk=tw … via @Yahoo
Trump says he knew coronavirus was a 'pandemic long before it was called' one. Two weeks ago he c... https://news.yahoo.com/trump-says-knew-coronavirus-pandemic-180002057.html?soc_src=community&soc_trk=tw … via @Yahoo
