"Spare the messengers life, please. But here is a label from a Clorox product that lists it kills human coronavirus. And I have seen a pic of another that lists it first. So. Calm down @Styx666Officialpic.twitter.com/TXF3KmUwEU"
must be all the touting coronavirus. good boy. https://twitter.com/Styx666Official/status/1224474742855471105 …
