Banu has strange ideas about serial. In our countries big problem with coronavirus! We must to be at home. Why you make serial now? #hercaidizi #Hercai #ReyMir #hercaidizi #EbruŞahin #AkinAkinözü
Banu has strange ideas about serial. In our countries big problem with coronavirus! We must to be at home. Why you make serial now? #hercaidizi #Hercai #ReyMir #hercaidizi #EbruŞahin #AkinAkinözü
