"#Nigeria: Coronavirus Schools, Universities Remain Shut To Control Spread http://nigeria.watsupafrica.com/news/coronavirus-schools-universities-remain-shut-to-control-spread/ …"
#SouthAfrica: Over 2000 people worldwide infected with the deadly coronavirus http://southafrica.watsupafrica.com/news/over-2000-people-worldwide-infected-with-the-deadly-coronavirus/ …
#SouthAfrica: The deadly coronavirus mutes Chinese Lunar celebrations http://southafrica.watsupafrica.com/news/the-deadly-coronavirus-mutes-chinese-lunar-celebrations/ …
"#Nigeria: Fear, Discrimination In UK As Coronavirus Death Toll Rises Above 1000 http://nigeria.watsupafrica.com/news/fear-discrimination-in-uk-as-coronavirus-death-toll-rises-above-1000/ …"
#SouthAfrica: Many people recover from coronavirus in China: Lin Songtian http://southafrica.watsupafrica.com/news/many-people-recover-from-coronavirus-in-china-lin-songtian/ …
RT @storysdh: Building a #response to #COVID19 in #Africa ... thank you for your voices and direction @CarlManlan and @ArnaudOulepo
#Nigeria: Coronavirus:  FG limits Airports routes into Nigeria to two http://nigeria.watsupafrica.com/news/coronavirus-fg-limits-airports-routes-into-nigeria-to-two/ …
#Nigeria: No suspected case of Coronavirus in Bayelsa – Ministry of Health http://nigeria.watsupafrica.com/news/no-suspected-case-of-coronavirus-in-bayelsa-ministry-of-health/ …
#Nigeria: Coronavirus: Governor Sanwo-Olu warns against panic buying http://nigeria.watsupafrica.com/news/coronavirus-governor-sanwo-olu-warns-against-panic-buying/ …
#Nigeria: Coronavirus:  FG limits Airports routes into Nigeria to two http://nigeria.watsupafrica.com/news/coronavirus-fg-limits-airports-routes-into-nigeria-to-two/ …
#Nigeria: No suspected case of Coronavirus in Bayelsa – Ministry of Health http://nigeria.watsupafrica.com/news/no-suspected-case-of-coronavirus-in-bayelsa-ministry-of-health/ …
#Nigeria: Coronavirus: Governor Sanwo-Olu warns against panic buying http://nigeria.watsupafrica.com/news/coronavirus-governor-sanwo-olu-warns-against-panic-buying/ …
