"Melbourne nightclub cancels 'ignorant', 'racist' coronavirus event after backlash https://www.abc.net.au/news/2020-02-06/racist-coronavirus-event-mr-chans-pawn-and-co-melbourne/11934426 … via @ABCNews"
"I'm using a slightly different search syntax & terms (from:@mackayim coronavirus study), which works. (from:@mackayim coronavirus study travel) does not work. Weird. pic.twitter.com/X9TgVu5bP8"
